No.,Description,Category,Energy (Kcal),Carbohydrate(g),Protein(g),Total Lipid(g),Monounsaturated Fatty Acids(g),Polyunsaturated Fatty Acids(g),Saturated Fatty Acids(g)
13390,"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,SEL,CKD,RSTD",BEEF,220,0.0,27.53,11.4,4.77,0.33,4.55
13149,"BEEF,RIB,SHORTRIBS,LN ONLY,CHOIC,RAW",BEEF,173,0.0,19.05,10.19,4.38,0.38,4.33
13148,"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,CKD,BRSD",BEEF,471,0.0,21.57,41.98,18.88,1.53,17.8
13147,"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,RAW",BEEF,388,0.0,14.4,36.23,16.39,1.32,15.76
13150,"BEEF,RIB,SHORTRIBS,LN,CHOIC,CKD,BRSD",BEEF,295,0.0,30.76,18.13,7.98,0.55,7.74
13391,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",BEEF,249,0.0,27.27,14.74,6.034,0.547,5.72
13392,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,CHOIC,CKD,BRLD",BEEF,312,0.0,24.73,22.84,9.78,0.78,9.24
13393,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,SEL,CKD,BRLD",BEEF,285,0.0,24.91,19.79,8.49,0.68,8.01
13851,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BR",BEEF,291,0.0,25.85,20.04,8.355,0.762,7.894
13852,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RS",BEEF,341,0.0,22.54,27.14,11.73,0.99,10.92
13850,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",BEEF,254,0.0,19.33,19.06,8.162,0.725,7.692
13854,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",BEEF,304,0.0,24.53,22.09,9.208,0.818,8.7
13855,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",BEEF,359,0.0,22.28,29.21,12.63,1.07,11.78
13853,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,RAW",BEEF,263,0.0,19.09,20.13,8.617,0.766,8.121
13860,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",BEEF,354,0.0,24.13,27.86,12.12,0.96,11.51
13861,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",BEEF,411,0.0,22.15,35.12,15.28,1.22,14.51
13859,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,RAW",BEEF,335,0.0,16.74,29.18,12.84,1.04,12.07
13857,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",BEEF,278,0.0,27.17,18.0,7.502,0.667,7.088
13858,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD",BEEF,323,0.0,22.76,25.02,10.81,0.91,10.05
13856,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,RAW",BEEF,246,0.0,19.56,18.0,7.708,0.685,7.264
13394,"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,ALL GRDS,CKD,BRLD",BEEF,193,0.0,29.41,7.53,3.005,0.277,2.868
13395,"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD",BEEF,225,0.0,28.04,11.7,4.94,0.33,4.73
13396,"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,SEL,CKD,BRLD",BEEF,198,0.0,28.04,8.7,3.67,0.25,3.51
23638,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,CKD,BRLD",BEEF,195,0.0,29.58,7.63,3.048,0.292,2.907
23599,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,RAW",BEEF,141,0.0,22.33,5.04,2.029,0.218,1.864
23623,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,CHOIC,RAW",BEEF,148,0.0,22.12,5.91,2.376,0.256,2.183
23586,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,CKD,BRLD",BEEF,188,0.0,30.87,6.22,2.484,0.222,2.369
23582,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,RAW",BEEF,134,0.0,22.53,4.2,1.69,0.182,1.553
23626,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8""FAT,CHOIC,CKD,BRLD",BEEF,202,0.0,28.29,9.05,3.612,0.342,3.445
13825,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",BEEF,337,0.0,22.42,26.75,11.38,0.98,10.85
13826,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",BEEF,351,0.0,22.77,28.11,12.08,1.0,11.33
13824,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",BEEF,306,0.0,16.53,26.1,11.24,0.94,10.76
13828,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",BEEF,352,0.0,22.26,28.5,12.12,1.04,11.57
13829,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",BEEF,365,0.0,22.6,29.79,12.8,1.05,12.01
13827,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW",BEEF,322,0.0,16.34,27.93,12.02,1.01,11.51
13834,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",BEEF,386,0.0,21.95,32.38,14.13,1.12,13.42
13835,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",BEEF,400,0.0,22.57,33.7,14.69,1.17,13.96
13833,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,RAW",BEEF,355,0.0,16.15,31.66,13.77,1.15,13.22
13831,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",BEEF,315,0.0,22.73,24.2,10.28,0.89,9.81
13832,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD",BEEF,330,0.0,23.1,25.63,11.01,0.91,10.32
13830,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,RAW",BEEF,288,0.0,16.75,23.95,10.32,0.86,9.88
23266,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",BEEF,246,1.53,24.66,15.7,6.828,0.586,5.566
23269,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",BEEF,180,1.51,19.7,10.6,4.735,0.409,4.066
23267,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",BEEF,259,1.81,24.24,17.21,7.348,0.635,5.961
23270,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",BEEF,187,1.75,19.46,11.4,5.171,0.453,4.359
23268,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",BEEF,226,1.1,25.28,13.43,6.05,0.513,4.974
23271,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,SEL,RAW",BEEF,169,1.15,20.05,9.39,4.082,0.344,3.626
23272,"BEEF,RIBEYE FILET,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",BEEF,199,0.17,28.77,9.2,3.962,0.347,3.205
23273,"BEEF,RIBEYE FILET,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",BEEF,208,0.51,28.35,10.26,4.463,0.407,3.616
23274,"BEEF,RIBEYE FILET,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",BEEF,186,0.0,29.39,7.61,3.209,0.255,2.588
23263,"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,ALL GRDS,RAW",BEEF,133,0.04,22.66,4.66,2.164,0.191,1.683
23264,"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,CHOIC,RAW",BEEF,138,0.18,22.52,5.29,2.436,0.216,1.962
23265,"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,SEL,RAW",BEEF,125,0.0,22.89,3.72,1.757,0.152,1.265
23275,"BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,RSTD",BEEF,178,0.0,28.15,7.31,3.133,0.255,2.587
23276,"BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD",BEEF,188,0.0,28.0,8.42,3.581,0.297,3.053
23277,"BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,SEL,CKD,RSTD",BEEF,164,0.0,28.37,5.65,2.461,0.192,1.887
13952,"BEEF,RIBEYE,SML END(RIBS 10-12),LN&FAT,0"",ALL GRDS,CKD,BRLD",BEEF,249,0.0,27.27,14.74,6.034,0.547,5.72
13414,"BEEF,RND,BTTM RND RST,LN,0"" FAT,SEL,CKD,RSTD",BEEF,169,0.0,28.29,5.33,2.247,0.199,1.86
23590,"BEEF,RND,BTTM RND RST,LN,1/8"" FAT,SEL,CKD,RSTD",BEEF,164,0.0,28.45,4.67,1.951,0.207,1.608
13399,"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",BEEF,187,0.0,27.42,7.72,3.266,0.291,2.773
13402,"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",BEEF,199,0.0,26.76,9.37,3.966,0.353,3.366
13405,"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",BEEF,175,0.0,28.08,6.06,2.567,0.228,2.179
13870,"BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD",BEEF,218,0.0,26.41,11.64,4.964,0.449,4.418
13873,"BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD",BEEF,223,0.0,26.05,12.44,5.304,0.479,4.721
13876,"BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",BEEF,212,0.0,26.77,10.85,4.625,0.418,4.116
13408,"BEEF,RND,BTTM RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",BEEF,177,0.0,27.76,6.48,2.73,0.242,2.26
23604,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,CKD",BEEF,163,0.0,28.0,5.72,2.391,0.231,1.972
23594,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,RAW",BEEF,128,0.0,22.19,4.31,1.816,0.185,1.476
23619,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD",BEEF,179,0.0,27.56,6.77,2.831,0.274,2.334
23618,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,RAW",BEEF,140,0.0,22.22,4.96,2.09,0.213,1.699
23637,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,SEL,RAW",BEEF,128,0.0,22.18,3.66,1.542,0.157,1.253
13398,"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",BEEF,223,0.0,33.56,8.86,3.751,0.334,3.184
13401,"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",BEEF,230,0.0,32.73,10.0,4.233,0.377,3.593
13404,"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRSD",BEEF,217,0.0,34.39,7.72,3.269,0.291,2.775
13869,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRSD",BEEF,247,0.0,32.76,11.87,5.064,0.478,4.506
13868,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",BEEF,192,0.0,20.7,11.54,4.987,0.441,4.544
13872,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRSD",BEEF,254,0.0,32.85,12.56,5.355,0.484,4.766
13871,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW",BEEF,198,0.0,20.71,12.15,5.251,0.464,4.784
13875,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,SEL,CKD,BRSD",BEEF,240,0.0,32.67,11.19,4.772,0.431,4.247
13874,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,SEL,RAW",BEEF,187,0.0,20.68,10.93,4.723,0.417,4.303
13407,"BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRSD",BEEF,214,0.0,34.0,7.67,3.231,0.286,2.675
13410,"BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,CHOIC,CKD,BRSD",BEEF,223,0.0,33.08,9.03,3.807,0.337,3.152
13413,"BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,SEL,CKD,BRSD",BEEF,206,0.0,34.93,6.3,2.655,0.235,2.198
23605,"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",BEEF,216,0.0,34.34,7.73,3.23,0.331,2.663
23622,"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRSD",BEEF,228,0.0,34.22,9.02,3.771,0.383,3.109
23593,"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRSD",BEEF,205,0.0,34.46,6.43,2.688,0.26,2.216
23352,"BEEF,RND,EYE OF RD STEAK,BNLESS,L & F,0"" FT,CHOIC,CK,GRLLED",BEEF,163,0.0,29.79,4.83,2.059,0.346,1.744
13415,"BEEF,RND,EYE OF RND RST,BNLESS,L & F,0"" FAT,A GRDS,CKD,RSTD",BEEF,167,0.0,29.66,4.46,1.876,0.317,1.615
23330,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",BEEF,124,0.0,23.27,3.44,1.482,0.25,1.276
23331,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",BEEF,127,0.0,23.26,3.74,1.547,0.263,1.308
13417,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,RSTD",BEEF,162,0.0,29.45,3.97,1.751,0.292,1.555
23332,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,SEL,RAW",BEEF,120,0.0,23.28,3.0,1.383,0.231,1.229
13416,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FT,0"" FAT,CHOIC,CKD,RSTD",BEEF,171,0.0,29.79,4.83,1.959,0.333,1.656
13418,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,RSTD",BEEF,163,0.0,29.85,3.9,1.602,0.295,1.375
23360,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,ALL GRDS,RAW",BEEF,121,0.0,23.37,3.04,1.266,0.233,1.086
13419,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD",BEEF,166,0.0,29.94,4.26,1.713,0.314,1.439
23361,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,CHOIC,RAW",BEEF,124,0.0,23.35,3.38,1.353,0.248,1.137
13420,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,SEL,CKD,RSTD",BEEF,157,0.0,29.52,3.43,1.438,0.266,1.28
23362,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,SEL,RAW",BEEF,116,0.0,23.41,2.52,1.136,0.211,1.011
23334,"BEEF,RND,EYE OF RND STEAK,BNLESS LN & FAT,0"" FAT,CHOIC,RAW",BEEF,127,0.0,23.24,3.83,1.585,0.266,1.343
23335,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",BEEF,120,0.0,23.3,2.95,1.346,0.228,1.199
23333,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN & FT,0"" FAT,ALL GRDS,RAW",BEEF,124,0.0,23.26,3.48,1.49,0.251,1.285
23363,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",BEEF,121,0.0,23.37,3.04,1.266,0.233,1.086
23382,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",BEEF,158,0.0,29.94,4.26,1.757,0.322,1.476
23364,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",BEEF,124,0.0,23.35,3.38,1.353,0.248,1.137
23383,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",BEEF,149,0.0,29.52,3.43,1.476,0.273,1.313
23365,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,SEL,RAW",BEEF,116,0.0,23.41,2.52,1.136,0.211,1.011
23381,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FT,A GRDS,CKD,GRILLED",BEEF,155,0.0,29.85,3.9,1.644,0.302,1.41
23353,"BEEF,RND,EYE OF RND STEAK,BNLS,LN & FAT,0"" FAT,SEL,CKD,GRLD",BEEF,154,0.0,29.47,3.98,1.748,0.296,1.557
23351,"BEEF,RND,EYE OF RND STK,BNLESS,L & F,0"" F,A GRDS,CKD,GRILLED",BEEF,159,0.0,29.66,4.47,1.935,0.326,1.669
13878,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD",BEEF,208,0.0,28.31,9.65,4.117,0.392,3.664
13877,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,RAW",BEEF,166,0.0,21.49,8.24,3.561,0.315,3.245
13880,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD",BEEF,212,0.0,28.48,10.05,4.285,0.387,3.813
13879,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,CHOIC,RAW",BEEF,173,0.0,21.68,8.91,3.851,0.34,3.509
13882,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",BEEF,204,0.0,28.13,9.26,3.949,0.357,3.515
13881,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,SEL,RAW",BEEF,159,0.0,21.3,7.57,3.271,0.289,2.98
23598,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",BEEF,169,0.0,29.73,4.71,1.97,0.209,1.624
23597,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,RAW",BEEF,124,0.0,22.6,3.0,1.263,0.129,1.027
23620,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD",BEEF,175,0.0,29.87,5.3,2.217,0.214,1.828
23616,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,RAW",BEEF,128,0.0,22.88,3.38,1.425,0.159,1.158
23591,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,CKD,RSTD",BEEF,163,0.0,29.59,4.11,1.718,0.166,1.416
23635,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,RAW",BEEF,119,0.0,22.31,2.62,1.105,0.113,0.898
13865,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",BEEF,235,0.0,27.54,12.98,5.56,0.52,4.9
13864,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,RAW",BEEF,195,0.0,20.56,11.92,5.14,0.46,4.63
13867,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,CKD,BRLD",BEEF,218,0.0,27.58,11.08,4.76,0.44,4.23
13866,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,RAW",BEEF,184,0.0,20.56,10.68,4.62,0.41,4.2
13156,"BEEF,RND,FULL CUT,LN,1/4""FAT,CHOIC,CKD,BRLD",BEEF,191,0.0,29.21,7.31,3.1,0.31,2.56
13158,"BEEF,RND,FULL CUT,LN,1/4""FAT,SEL,CKD,BRLD",BEEF,172,0.0,29.25,5.22,2.22,0.22,1.83
23061,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",BEEF,143,0.0,20.93,5.89,2.336,0.312,2.163
23045,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",BEEF,150,0.0,20.74,6.85,2.497,0.321,2.3
23047,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SEL,RAW",BEEF,137,0.0,20.98,5.21,2.014,0.295,1.89
23032,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW",BEEF,124,0.0,21.96,3.24,1.338,0.269,1.225
23055,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",BEEF,129,0.0,21.69,4.0,1.881,0.275,1.578
23030,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",BEEF,133,0.0,21.41,4.66,2.152,0.277,1.755
23052,"BEEF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,SEL,CKD,GRLD",BEEF,166,0.0,28.01,5.17,2.006,0.286,1.716
23051,"BEEF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,RAW",BEEF,129,0.0,22.15,3.83,1.63,0.309,1.4
13883,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,ALL GRDS,RAW",BEEF,189,0.0,19.6,11.67,5.0,0.46,4.6
13885,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,CHOIC,RAW",BEEF,199,0.0,19.48,12.83,5.49,0.51,5.04
13887,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,SEL,RAW",BEEF,178,0.0,19.74,10.39,4.45,0.41,4.1
13421,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",BEEF,188,0.0,26.79,8.21,3.405,0.305,3.007
13486,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,ALL GRDS,RAW",BEEF,151,0.0,20.48,7.01,3.011,0.276,2.778
13422,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",BEEF,196,0.0,27.01,8.9,3.689,0.33,3.257
13487,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,CHOIC,RAW",BEEF,156,0.0,20.16,7.73,3.324,0.305,3.066
13423,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",BEEF,181,0.0,26.57,7.53,3.121,0.28,2.756
13488,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,SEL,RAW",BEEF,145,0.0,20.8,6.28,2.699,0.247,2.489
13884,"BEEF,RND,TIP RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD",BEEF,219,0.0,27.45,11.34,4.68,0.44,4.24
13886,"BEEF,RND,TIP RND,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD",BEEF,228,0.0,27.27,12.34,5.11,0.48,4.63
13888,"BEEF,RND,TIP RND,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",BEEF,210,0.0,27.63,10.24,4.22,0.4,3.81
13424,"BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",BEEF,174,0.0,27.53,6.2,2.537,0.247,2.209
23651,"BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,RAW",BEEF,126,0.0,21.07,3.95,1.641,0.201,1.376
13425,"BEEF,RND,TIP RND,RST,LN,0"" FAT,CHOIC,CKD,RSTD",BEEF,176,0.0,27.68,6.42,2.626,0.236,2.288
23652,"BEEF,RND,TIP RND,RST,LN,0"" FAT,CHOIC,RAW",BEEF,130,0.0,20.76,4.55,1.855,0.227,1.556
13426,"BEEF,RND,TIP RND,RST,LN,0"" FAT,SEL,CKD,RSTD",BEEF,149,0.0,27.37,4.38,1.794,0.161,1.563
23653,"BEEF,RND,TIP RND,RST,LN,0"" FAT,SEL,RAW",BEEF,122,0.0,21.38,3.35,1.367,0.168,1.147
23327,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",BEEF,125,0.0,23.45,3.5,1.554,0.244,1.353
23349,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",BEEF,163,0.0,30.08,4.79,2.158,0.312,1.837
23328,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",BEEF,128,0.0,23.46,3.81,1.748,0.253,1.488
23350,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,RSTD",BEEF,157,0.0,30.97,3.72,1.558,0.285,1.421
23329,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,SEL,RAW",BEEF,121,0.0,23.44,3.04,1.262,0.231,1.151
23378,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,RSTD",BEEF,162,0.0,30.09,3.77,1.594,0.275,1.383
23357,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,ALL GRDS,RAW",BEEF,121,0.0,23.59,2.94,1.292,0.223,1.12
23379,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD",BEEF,158,0.06,30.24,4.11,1.832,0.286,1.547
23358,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,CHOIC,RAW",BEEF,124,0.0,23.59,3.26,1.484,0.232,1.253
23380,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,SEL,CKD,RSTD",BEEF,150,0.0,29.81,3.37,1.238,0.26,1.136
23359,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,SEL,RAW",BEEF,116,0.0,23.59,2.45,1.003,0.21,0.92
23348,"BEEF,RND,TOP RND RST,BNLS,LN&FAT,0"" FAT,ALLGRD,CKD,RSTD",BEEF,160,0.0,29.9,4.49,1.918,0.301,1.671
23324,"BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",BEEF,124,0.0,23.49,3.34,1.481,0.238,1.287
23325,"BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",BEEF,127,0.0,23.49,3.66,1.678,0.247,1.424
23326,"BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",BEEF,120,0.0,23.49,2.85,1.185,0.225,1.082
